Gene,Intervention_logFC,Intervention_P.Value,group,utr_length,AREScore,ARED_cluster,n_7mer_L2
INSIG1,-0.220550933544148,0.0516861473331965,background,3693,6.0,1,3
ST8SIA4,-0.27193135418545,0.0517024903220715,background,4914,11.0,2,0
RANGRF,0.24302588940659803,0.0517025853971881,background,531,0.0,0,0
SP4,-0.18172625145803797,0.0518466562950601,background,3553,8.0,1,2
FYTTD1,-0.24771064431420103,0.05187217109730301,background,5687,11.0,1,0
GPR107,-0.275535956604747,0.051884318406763004,background,5043,2.0,1,2
SDAD1,-0.211476963623714,0.052183201456479,background,2451,4.0,2,2
CREBRF,-0.308407740996419,0.0522617017240432,background,5539,11.0,1,1
CCNC,-0.298831534727612,0.0523820251397325,background,1168,4.0,1,1
OSBPL8,-0.271390607218045,0.0524882992730848,background,4092,14.0,1,1
ZNF382,-0.17701170551242396,0.0525931540625471,background,6564,5.0,1,4
PLPP2,-0.257688925424551,0.0526645533424439,background,1732,0.0,1,0
XRN1,-0.260986320640796,0.052822565685902004,background,4901,6.0,1,3
USP25,-0.198122778014943,0.0529453296517883,background,1229,5.0,1,2
PORCN,0.28349293948522897,0.0530486096993017,background,320,0.0,0,0
ALKBH7,0.208268151803355,0.0530704565354328,background,277,0.0,0,0
CENPE,-0.144873128258684,0.0531490697020432,background,873,1.0,1,1
SMC4,-0.214917397234064,0.0531775086034063,background,1144,2.0,1,1
ZNF283,-0.187031995349053,0.0532683854990091,background,3376,2.0,1,0
FCHO2,-0.15147685612331302,0.0532970600718062,background,2432,17.0,2,0
HBZ,-0.23523188826831198,0.0536764161367728,background,103,0.0,0,0
C5orf15,-0.229799374529386,0.0537848677133688,background,1348,7.0,1,0
MTHFD2,-0.267488181952674,0.0539974595094366,background,3323,6.0,1,1
ARFGEF2,-0.185546996519478,0.0539976056830724,background,3494,8.0,2,1
ACSL4,-0.235274020559148,0.0541206850995345,background,2694,7.0,1,2
MIIP,0.17437833398601,0.0541401851610214,background,237,0.0,0,0
EXOC8,-0.301093035777662,0.0541599531600576,background,2815,10.0,2,3
UFL1,-0.28679380709562496,0.0541752174407383,background,1773,10.0,1,1
MTMR12,-0.16524167941345497,0.0542933022563996,background,2771,4.0,1,2
MRM3,0.22020555011707998,0.0544138961339915,background,440,0.0,0,0
TMF1,-0.215956798369621,0.0545906751688017,background,3350,23.0,2,3
CEND1,-0.20168987644273798,0.0548426066194237,background,1012,0.0,0,0
FOXO1,-0.17875563490505497,0.0550940032195024,background,3382,4.0,1,0
CETN3,-0.242926600373841,0.0551149246320732,background,1807,7.0,1,2
GATA2,-0.411624103578351,0.0551159898251459,background,1592,2.0,1,0
ARHGAP5,-0.21160921742043695,0.0554844104135708,background,4780,15.0,1,1
ABITRAM,-0.227544793197371,0.0554862091096002,background,1268,4.0,1,0
DDX17,-0.506445744858179,0.0555807261748921,background,2497,1.0,1,0
ZNRF2,-0.15661614702234197,0.0557050924252812,background,4445,17.0,1,0
GLCCI1,-0.163877015106018,0.0557321004798908,background,2532,5.0,1,2
TLK1,-0.156452495564611,0.0558183779460078,background,2957,2.0,1,0
RAB22A,-0.209176705498851,0.0563009068391548,background,7804,7.0,1,2
SECISBP2L,-0.19865497995075698,0.0564432455944239,background,3606,9.0,2,2
PMM1,0.19737878636682504,0.0565892911036148,background,418,0.0,0,0
PDZD8,-0.158965546908888,0.0566402770523653,background,5994,17.0,1,4
KCNA3,-0.215684522853282,0.0566497164079751,background,617,0.0,1,1
MFSD5,-0.46260975212339295,0.0568864269148395,background,218,0.0,1,0
CTDSPL2,-0.19478391818952803,0.0570236811369257,background,4864,15.0,1,3
OVCA2,0.221424076500171,0.057122315422250006,background,321,0.0,0,0
RPS6KA3,-0.24255780358422196,0.05730779662833401,background,5487,4.0,1,0
RAP1B,-0.284947486232035,0.0576568363613007,background,12652,14.0,1,5
TMEM263,-0.284969667792729,0.0576779620868969,background,2637,3.0,1,1
ZNF28,-0.17997084257506799,0.0576967322168686,background,2280,2.0,1,1
KAT2B,-0.20035647703284803,0.0577860906163794,background,1876,5.0,1,0
SAP25,0.255695973751227,0.0577982048868263,background,31,0.0,0,0
RBM43,-0.32615639140562797,0.0578872638743021,background,2966,3.0,1,1
CLIC3,0.28316311611405,0.0578965195097012,background,45,0.0,0,0
SLC25A16,-0.195325940421999,0.0581621691322947,background,5434,11.0,1,2
ZNF440,-0.22240167306684602,0.0582846070209023,background,2252,1.0,1,0
GIN1,-0.170494199129266,0.0583255310723319,background,1898,6.0,2,1
ZBTB38,-0.181534920092411,0.0583509524396639,background,3816,6.0,1,1
SLC5A3,-0.285963874420251,0.0584146678532122,background,8905,8.0,1,1
HILPDA,0.256850467363284,0.0584406988415233,background,464,0.0,0,0
MFAP3L,-0.23823272855876002,0.0584957889990593,background,4772,6.0,1,2
TUBE1,-0.256249386633209,0.0585271590185007,background,749,6.0,1,2
ZDHHC13,-0.159294517836883,0.0585559757691954,background,1752,2.0,1,1
PLIN4,0.7736078579024409,0.0586463080656936,background,2277,1.0,1,0
FAM89B,0.161736273724665,0.0587474897563051,background,549,1.0,1,0
GLUD2,-0.499530997787617,0.058806305584607005,background,733,0.0,1,0
AGO2,-0.165623259787202,0.0589634702996891,background,11888,15.0,1,7
HMG20A,-0.183795635218855,0.0592089136348016,background,1296,0.0,1,1
AASDHPPT,-0.27638153589582803,0.0594738254926201,background,1801,5.0,1,0
PPP4R3A,-0.18710952775761605,0.0595766130016063,background,1142,3.0,1,0
AP1S2,-0.290411545034978,0.0597022924909775,background,2892,9.0,1,1
LANCL1,-0.256257268288881,0.0597560024967188,background,7356,8.0,1,1
PIP4P2,-0.196894798142369,0.0598650207504351,background,1875,13.0,1,3
ZMYM1,-0.146523096355301,0.0599085423878267,background,3559,1.0,1,0
ZFX,-0.19653915757941298,0.0599341982729043,background,4709,11.0,2,2
CFAP97,-0.20532710025339498,0.0600001209481527,background,3133,11.0,1,5
ELOVL7,-0.17133754144822103,0.0601707001672001,background,2831,3.0,1,2
TAF9B,-0.263651822022534,0.0602249557216702,background,1862,1.0,1,0
STYX,-0.25744259205535197,0.0602320926274699,background,3883,11.0,1,0
PIK3CA,-0.20915252244755897,0.0604259829594227,background,5729,18.0,1,3
HSD17B10,0.501144313870111,0.0604369091700368,background,308,0.0,0,0
EVA1B,0.337344771069794,0.0604377706857348,background,264,0.0,0,0
C3orf38,-0.21778846732628,0.0604546569054101,background,3111,11.0,1,0
GIPC3,0.306031300238625,0.0606477014352083,background,3349,0.0,0,0
ARF4,-0.17710853231567897,0.0607840916956436,background,847,0.0,1,1
TRIP11,-0.191925467956893,0.060791009366659,background,3679,16.0,1,2
HOXD9,-0.21085655530621103,0.0609890402080384,background,762,0.0,0,0
SMC2,-0.17628731767054898,0.0609974898671874,background,5171,6.0,1,1
GNG10,-0.32459715841230397,0.0610698220506063,background,3290,5.0,1,2
CAPZA1,-0.228617096300941,0.0611379568978546,background,1469,3.0,1,0
ADD3,-0.234162151713749,0.0612200007608414,background,1940,5.0,1,0
CLDN5,-0.20282129063006601,0.0614446231861413,background,547,0.0,0,0
PANK3,-0.276381291338104,0.0617052967105334,background,9076,10.0,1,1
PER1,0.22945062768719302,0.0617171896944989,background,599,0.0,1,1
ARHGAP18,-0.13265026417106401,0.0617275493337356,background,2381,3.0,1,0
ZFC3H1,-0.283233743297244,0.0617321060556205,background,516,10.0,3,3
YWHAZ,-0.20811289033916,0.0619799001608383,background,4168,7.0,1,0
SAMD9,-0.315495884167166,0.0621201324435134,background,1815,3.0,1,1
KBTBD7,-0.303533874502402,0.062155348256556,background,2369,3.0,1,0
SNRK,-0.21978775665264896,0.0622084246696635,background,2583,2.0,1,2
MED14,-0.17943556956992301,0.0622518895172234,background,3501,16.0,1,1
CERT1,-0.175914715385016,0.0623987381014941,background,5715,10.0,2,2
DCUN1D4,-0.17886853719919,0.0625174777796594,background,3253,3.0,1,1
MOB1A,-0.214323305248724,0.0626879245189543,background,4040,9.0,1,0
RPLP2,0.15814737666675,0.0629008201615248,background,40,0.0,0,0
MON2,-0.20023959953989603,0.0630757274007974,background,7727,18.0,2,3
GPR108,0.400600251458904,0.0630811774318629,background,226,0.0,0,0
LAMP2,-0.253236176237583,0.0637799323364007,background,5175,6.0,1,1
VPS4B,-0.23790820019685,0.0638555843062595,background,1785,5.0,1,0
COL9A2,0.20103442665160998,0.0639249076068586,background,659,0.0,1,0
MRPL41,0.22783379785580601,0.0639294619855084,background,60,0.0,0,0
MAN2A1,-0.182910048078637,0.0640625920642891,background,2627,5.0,1,1
SCAF11,-0.22620944865061604,0.0641073120329461,background,2917,4.0,1,1
PINLYP,-0.17002682968250402,0.0641686577117253,background,97,0.0,0,0
GOLM2,-0.183444686645478,0.0641832081597567,background,2350,6.0,1,1
NUTM2D,-0.168985756362883,0.0642572479962737,background,3323,3.0,1,0
ATP2C1,-0.14262452990494598,0.0643239496737872,background,1800,5.0,1,1
MLC1,0.275828192903446,0.0643515787310522,background,2192,0.0,0,0
AGAP5,-0.286148171730584,0.0643645422326081,background,304,1.0,1,0
PDCL,-0.14256311476946698,0.0644306237075818,background,1988,10.0,2,3
ZNF805,-0.22678253359248998,0.0645267372094323,background,8025,17.0,2,2
SACM1L,-0.23776492518078196,0.064534990251441,background,5638,9.0,1,2
RIN1,0.26392663621079604,0.0648858481651612,background,2035,0.0,1,0
MRPL12,0.231635069441008,0.0649001381617343,background,277,0.0,0,0
PIK3AP1,-0.215656945094485,0.064930427493204,background,2534,3.0,1,0
ZNF681,-0.190405114068463,0.0654280683702395,background,4417,12.0,2,0
PABIR2,-0.28865925720225105,0.0654488587004439,background,2573,6.0,1,2
MAD2L1,-0.306592326403128,0.0655237879004735,background,4495,9.0,1,0
RAB8B,-0.258679650265675,0.065547335435681,background,4157,11.0,2,0
RDH10,-0.16301668790834303,0.0655703289493116,background,2245,2.0,1,0
KREMEN2,-0.16439975000905202,0.065591769213711,background,407,0.0,0,0
HLTF,-0.164063383406898,0.0657073363461932,background,2093,4.0,1,1
LTN1,-0.251236331271392,0.0657735971743027,background,2297,5.0,1,3
FAM13B,-0.188600977438022,0.0657741850806222,background,2265,2.0,1,0
ZNF625,-0.17221536155702,0.0658104766735992,background,1336,0.0,0,0
RPL36AL,0.15823750983463503,0.0659797315498009,background,254,0.0,0,0
MAPRE1,-0.198160185660589,0.0660295735974908,background,1677,2.0,1,0
USP1,-0.239603125651983,0.0660731920762639,background,755,2.0,1,1
BIRC5,-0.275782071718404,0.0661151367728213,background,1979,0.0,0,0
KCNK6,0.23190014255597,0.0664418739018867,background,4673,0.0,1,0
SPIN4,-0.359543763831567,0.0665077223496918,background,2842,12.0,2,1
STXBP3,-0.21724460125516798,0.0665188383030331,background,648,3.0,1,0
MCMBP,-0.19483476679226502,0.066645900683869,background,2414,4.0,1,0
CD302,-0.240138146751008,0.0669091905566878,background,3223,11.0,1,0
ING2,0.160756308188132,0.06720874888897099,background,1477,3.0,1,1
TIPARP,-0.242287401229985,0.0672399430783467,background,1639,8.0,3,4
ABRAXAS1,-0.216680839216004,0.0677033349080551,background,2952,9.0,1,1
MRPL38,0.296077563774281,0.0679595286353308,background,206,0.0,0,0
SFXN5,0.215028945901057,0.0679754539928257,background,2986,0.0,1,0
ZNF442,-0.158301211094513,0.0680520346299847,background,3757,10.0,3,4
TCP11L2,-0.18224119410761602,0.0682703601691187,background,2220,8.0,1,1
PLEKHF2,-0.231773580539844,0.0683149923726908,background,1885,4.0,1,1
CREBZF,-0.316977462282666,0.0683267334936697,background,5985,10.0,1,3
ZFAND2B,0.18535843492990697,0.0683695686987674,background,548,0.0,1,0
GMNN,-0.23543892447163803,0.0684787059055319,background,296,0.0,0,0
SNX3,-0.220748562589833,0.0687171111336682,background,927,3.0,1,0
THAP9,-0.17045073224078303,0.0688009729537123,background,1045,2.0,1,0
TAP2,0.32974042357410305,0.0688104656412659,background,3445,7.0,3,2
SUMO4,-0.546823004199168,0.0688960816923672,background,599,2.0,1,0
CGRRF1,-0.18582044369342202,0.0689401315823925,background,909,1.0,1,0
CNOT8,-0.400403217977207,0.0689834867324862,background,1351,2.0,1,1
ZNF70,-0.30780911239657505,0.0690173267948231,background,5118,3.0,1,0
CPNE3,-0.20891845379579604,0.0690924466366051,background,3088,7.0,1,0
PPM1B,-0.184598800225011,0.0691063601131918,background,3354,15.0,1,7
ANKRD44,-0.186765155368698,0.0691481669439097,background,4005,7.0,1,3
ZNF598,0.243471182509226,0.0693347843865665,background,578,1.0,1,0
TSC1,-0.366198696210262,0.0693363486287008,background,4886,1.0,1,1
DDX60,-0.298318977647022,0.0693655752440488,background,4302,4.0,1,1
GTF2E1,-0.18319037358673398,0.0693697006455366,background,1898,2.0,1,1
ZNF699,-0.19820464999947301,0.0696789308821169,background,4335,4.0,1,1
ZNF7,0.254357879002766,0.0698242998010197,background,1937,0.0,1,0
AIDA,-0.18017735296081397,0.0699343572733471,background,1880,1.0,1,0
CNOT7,-0.233011307952527,0.0700867900283384,background,5754,9.0,1,1
SULT1B1,-0.256718587453003,0.0702446481369183,background,5921,9.0,1,1
ZNF486,-0.185438138325688,0.0702968092074035,background,2386,4.0,1,1
STX10,0.22369974915677104,0.0703261273896214,background,351,0.0,0,0
ZBTB45,0.138191146615913,0.0703928204234631,background,524,0.0,0,0
CENPS,-0.177970647132203,0.0705791514861811,background,403,4.0,2,1
SULT1A3,0.668827902933447,0.0706678969585707,background,404,0.0,0,0
PURB,-0.271166239368695,0.0706692065282816,background,8111,8.0,1,1
ADAM10,-0.20266294946612398,0.0709284773227594,background,8738,16.0,2,3
CCDC125,-0.19245877079433898,0.0709321784142232,background,2554,6.0,1,2
MIER1,-0.20670749714564499,0.0710125106957003,background,3719,10.0,1,0
CDK2AP1,-0.21104762711719,0.0712790001537928,background,733,2.0,1,1
FAU,0.22620195016390598,0.0712990490454255,background,44,0.0,0,0
RAB10,-0.188780966733153,0.0713278394868271,background,2626,2.0,2,1
MFSD10,0.191991855098447,0.0713299236212733,background,275,0.0,0,0
AKIRIN1,-0.19067752843245997,0.0715124651675105,background,2004,0.0,1,0
STK17B,-0.247673690398158,0.0715944485714426,background,3864,12.0,1,1
CPT1A,-0.29636519350376395,0.0716476942909614,background,2761,2.0,1,1
OPA1,-0.159452841486212,0.0716818556741477,background,3211,14.0,2,4
TIPRL,-0.24813223068909102,0.0717987652657147,background,2063,6.0,1,1
CHMP5,-0.23289307608994297,0.0718698885666766,background,1212,6.0,2,2
LYSMD2,-0.18021397466833103,0.0718825519191105,background,538,3.0,1,1
PIK3C2A,-0.165953193293639,0.0719153759475415,background,3163,3.0,1,0
RNF2,-0.174058687115697,0.0719369072596397,background,2302,2.0,1,2
SPPL2A,-0.21687829792781196,0.0719762902071655,background,5534,11.0,2,2
BCAS2,-0.24006002525741,0.0723534350184969,background,566,0.0,1,0
NAB1,-0.20862480234785397,0.0724085845742087,background,2435,6.0,1,2
MAD2L2,0.151597597123443,0.0725490867214822,background,307,0.0,0,0
RASGRP1,-0.25825587849044396,0.0726625054182459,background,2444,4.0,1,2
SPX,-0.24271711490374498,0.0726902709848565,background,1752,9.0,2,3
ISCU,-0.23662973574886803,0.0727195324331987,background,593,0.0,1,0
C16orf86,0.28232138033807697,0.0727231853283761,background,155,0.0,0,0
AMD1,-0.228336128135769,0.0727836271102415,background,4879,11.0,2,2
ZNF587,-0.3581553218449221,0.0728181417312795,background,4977,3.0,2,2
MIER3,-0.31228363838352,0.07305917456580999,background,3525,10.0,1,2
VAMP7,-0.201989076620391,0.0730936083257609,background,1808,7.0,2,2
RHOBTB2,0.41182208504884993,0.07329721311850299,background,2726,1.0,1,0
CHORDC1,-0.269379254163314,0.0733202466160693,background,1976,3.0,1,1
ZNF264,-0.24230404494170799,0.0733232135176914,background,9865,9.0,1,1
CARHSP1,0.18318111733062198,0.0736122053147301,background,250,0.0,1,0
UCHL5,-0.161373654794114,0.073701059024396,background,4097,12.0,1,1
TIMM8B,0.19897401667548803,0.0737689726738698,background,495,4.0,2,1
GAPVD1,-0.173467958298328,0.0738619905874561,background,4461,4.0,1,2
DUSP6,-0.23485674561076197,0.07387040033499902,background,2019,1.0,1,0
FBXL4,-0.13258775630939,0.0738706041866083,background,5743,14.0,2,4
RPAP3,-0.190067051453095,0.07395089650792999,background,2256,9.0,2,1
SLMAP,-0.145701143203708,0.0740846396735458,background,4172,10.0,1,1
SENP6,-0.18858179866231697,0.0741865012315324,background,2687,7.0,1,1
PWWP2A,-0.17749061931087198,0.0746728029823485,background,2296,5.0,1,1
PTPN12,-0.17981779257452898,0.0747039219157857,background,789,0.0,1,0
DBF4,-0.195949481351371,0.0748909542638986,background,1390,1.0,1,0
ERFE,0.206232793133519,0.0751303832878549,background,1836,2.0,1,1
RNF19A,-0.23154451318638394,0.0754775161664649,background,1489,2.0,1,1
REEP6,0.213401625988837,0.0756132637305443,background,715,0.0,0,0
CLEC18A,0.288623751439755,0.0756690494684449,background,371,0.0,0,0
CMTM6,-0.22686640496672303,0.0757004368376588,background,2644,6.0,1,0
GK,-0.269128166787838,0.0757852898904328,background,2720,11.0,1,1
ALG12,0.155081206246478,0.0758276764812374,background,3609,0.0,1,0
MSANTD4,-0.183221884985187,0.0759871583706288,background,1546,0.0,1,2
MTRR,-0.200243486877474,0.076060275364109,background,1055,4.0,1,0
RGPD8,-0.193353111639648,0.0760830524771267,background,1799,6.0,1,2
VTA1,-0.15617781846512602,0.07608321222501499,background,6042,12.0,2,5
CENPC,-0.165002516713968,0.0764700715416873,background,3843,7.0,1,2
UBE3A,-0.21967381624325,0.0765960297373846,background,6353,6.0,1,2
TMEM106B,-0.298045196779642,0.07662227705499002,background,11392,29.0,2,6
DEK,-0.19085287010164398,0.0767410939908402,background,1801,6.0,1,0
ZNF483,-0.167598082461935,0.0768009813523286,background,12247,15.0,1,4
PIKFYVE,-0.20078981881340102,0.0768529854351726,background,3426,11.0,1,1
GNAQ,-0.170455218826668,0.0768852527784192,background,5226,8.0,1,1
THRA,0.16219632598568,0.0769003945613744,background,3546,1.0,1,1
FAM91A1,-0.20868802433656397,0.0770594325453368,background,2734,10.0,1,2
SMIM29,0.170823363603333,0.0771692334691428,background,406,0.0,0,0
VAMP4,-0.21287208434355104,0.077204913858982,background,4346,6.0,1,0
GNB4,-0.24071455035644798,0.0772851768809928,background,5099,10.0,1,4
ZNF267,-0.260864152251146,0.0773315099299493,background,876,4.0,1,1
TBK1,-0.19869771299919897,0.0774336414656611,background,360,1.0,1,0
RNF111,-0.144563182213691,0.0774874395651328,background,2428,10.0,2,1
SNX33,0.254783364606716,0.0775565570238078,background,5086,0.0,1,0
NDUFAF8,0.27526357517136896,0.0776843883184352,background,294,0.0,0,0
TSSC4,0.203910052298267,0.0776906426815876,background,249,0.0,0,0
SPTLC1,-0.156296914550091,0.0777040838292741,background,1560,2.0,1,1
RASA1,-0.15159163173503698,0.0778606998166769,background,1033,4.0,1,0
MAK16,-0.236033470180787,0.0782579478601158,background,2629,4.0,1,3
RNF103,-0.206943437804521,0.0783397224567666,background,442,2.0,1,0
MED4,-0.195448651521658,0.0784471863144362,background,1415,6.0,1,0
P3H4,0.201756505223378,0.0785632458918746,background,679,0.0,1,1
B3GNT2,-0.20406186042786104,0.0786162445753672,background,1311,5.0,1,2
TC2N,-0.25514635910525696,0.0786322880134689,background,3354,12.0,2,0
C11orf54,-0.19949721922514602,0.07864132224626899,background,3061,8.0,1,1
USP12,-0.18101686419428603,0.0786732403974901,background,3133,3.0,1,1
TRAK2,-0.19784388087173801,0.0787252605105017,background,3336,4.0,1,3
SFXN1,-0.181400435476452,0.0791627106053627,background,3008,6.0,1,0
CALML4,0.39294425425808793,0.0792103835964055,background,3310,3.0,1,1
TRIM23,-0.19552534214630998,0.0793366039464956,background,2079,8.0,2,0
DCAF17,-0.184112510029606,0.0795488438972167,background,3936,14.0,2,4
SEC22B,-0.198358132443785,0.0798258819319694,background,6140,9.0,1,1
KCNN4,0.208338093272073,0.0798619711285974,background,560,0.0,0,0
INCENP,-0.15028101812394298,0.0799211723304494,background,3498,3.0,1,2
LRR1,-0.20265330560752398,0.0799720442482477,background,174,0.0,1,0
SLC35F5,-0.238671506499407,0.079990282912909,background,8509,23.0,1,5
KIF3A,-0.160220674049541,0.0801378428831484,background,4003,12.0,2,4
SENP7,-0.147152806114606,0.0801638316682719,background,1659,6.0,1,1
ARID2,-0.138008998800475,0.0804333641820275,background,3145,4.0,1,2
CD226,-0.18664932369848103,0.0805626860332265,background,11040,23.0,2,8
MIS18BP1,-0.243152126445356,0.0807761123459212,background,919,3.0,1,0
FBXL3,-0.256771888828221,0.0807991947038358,background,2899,9.0,1,0
KLF10,-0.29127724316013204,0.08083748503613701,background,1349,1.0,1,0
ZNF184,-0.17115491378906303,0.0808595171767328,background,556,3.0,1,0
MST1,0.27983620102558604,0.0808978286305881,background,81,0.0,0,0
BLZF1,-0.18827935322275102,0.0810162926283789,background,1119,9.0,1,3
NCOA4,-0.19666168704719603,0.0810929287669105,background,1503,1.0,1,0
C6orf62,-0.252896889301159,0.0811454023147891,background,1281,0.0,1,0
TMEM102,0.220027472033636,0.0811911233762129,background,15,0.0,0,0
